# Hesudhar Corrections File
# Format: incorrect_word|corrected_word
# This file is automatically updated when the database changes
# Last updated: 2025-08-12
# Total entries: 9607

آئينه|آئينہ
لهاچ|لھاچ
لهار|لھار
لهاراڻي|لھاراڻي
لهارڪو|لھارڪو
لهانجو|لھانجو
لهانڊڙو|لھانڊڙو
لهانڊو|لھانڊو
لهاڻا|لھاڻا
لهاڻو|لھاڻو
لهٻر|لھٻر
لهپ|لھپ
لهٽڻ|لھٽڻ
لهجڻ|لھجڻ
لهجو|لھجو
لهچهه|لھچھہ
لهٰذا|لھٰذا
لهر|لھر
لهرائتو|لھرائتو
لهرائڻ|لھرائڻ
لهرائڻي|لھرائڻي
لهراڻي|لھراڻي
لهردار|لھردار
لهرروڪ|لھرروڪ
لهرڪ|لھرڪ
لهرو|لھرو
لهري|لھري
لهريائون|لھريائون
لهريجا|لھريجا
لهريون|لھريون
لهڙ|لھڙ
لهڙو|لھڙو
لهڙي|لھڙي
لهس|لھس
لهسائڻ|لھسائڻ
لهسڄڻ|لھسڄڻ
لهسلنگ|لھسلنگ
لهسڻ|لھسڻ
لهسيا|لھسيا
لهڪ|لھڪ
لهڪارجڻ|لھڪارجڻ
لهڪاڻجڻ|لھڪاڻجڻ
لهڪاڻيل|لھڪاڻيل
لهڪڻ|لھڪڻ
لهلهائڻ|لھلھائڻ
لهلهه|لھلھہ
لهلور|لھلور
لهم|لھم
لهندو|لھندو
لهندي|لھندي
لهنڊ|لھنڊ
لهنڊا|لھنڊا
لهنوار|لھنوار
لهڻ|لھڻ
لهڻا|لھڻا
لهڻڻ|لھڻڻ
لهڻو|لھڻو
لهڻون|لھڻون
لهڻي|لھڻي
لهڻيات|لھڻيات
لهڻيدار|لھڻيدار
لهه|لھہ
لهو|لھو
لهوار|لھوار
لهوارو|لھوارو
لهواريون|لھواريون
لهويه|لھويہ
لهي|لھي
لهيرو|لھيرو
لهيو|لھيو
لھھ|لھہ
لوامه|لوامہ
لوجھھ|لوجهہ
لوڙھائو|لوڙهائو
لوڙھاڏ|لوڙهاڏ
لوڙھڻ|لوڙهڻ
لوڙھھ|لوڙهه
لوڙھو|لوڙهو
لوڙھي|لوڙهي
لوڙھيو|لوڙهيو
لوڙھيون|لوڙهيون
لوگھو|لوگهو
لولھاٽ|لولهاٽ
لولھٽ|لولهٽ
لولھر|لولهر
لولھرو|لولهرو
لولھڙاٽ|لولهڙاٽ
لونجھان|لونجهان
لونجھھ|لونجهہ
لونگھٽ|لونگهٽ
لونهون|لونھون
لوڻيهار|لوڻيھار
لوهئون|لوھئون
لوها|لوھا
لوهاٽ|لوھاٽ
لوهاٽجي|لوھاٽجي
لوهاٽيل|لوھاٽيل
لوهار|لوھار
لوهاراڻي|لوھاراڻي
لوهارڪو|لوھارڪو
لوهاڪوٽ|لوھاڪوٽ
لوهانئان|لوھانئان
لوهانئون|لوھانئون
لوهانڊو|لوھانڊو
لوهاني|لوھاني
لوهاڻا|لوھاڻا
لوهاڻڪو|لوھاڻڪو
لوهاڻڻ|لوھاڻڻ
لوهاڻون|لوھاڻون
لوهجڻ|لوھجڻ
لوهجي|لوھجي
لوهر|لوھر
لوهرٽي|لوھرٽي
لوهرڪو|لوھرڪو
لوهريو|لوھريو
لوهڙ|لوھڙ
لوهڙي|لوھڙي
لوهن|لوھن
لوهڻ|لوھڻ
لوهڻي|لوھڻي
لوهڻيون|لوھڻيون
لوهه|لوھ
لوهو|لوھو
لوهوڪو|لوھوڪو
لوهي|لوھي
لوهيڙو|لوھيڙو
لوهيون|لوھيون
ليٽهڙو|ليٽھڙو
ليجھھ|ليجهہ
ليڳھھ|ليڳهه
ليلنگھھ|ليلنگهہ
ليلھائڻ|ليلهائڻ
ليلھار|ليلهار
ليلھاري|ليلهاري
ليلھاريو|ليلهاريو
ليلھر|ليلهر
ليلھڙ|ليلهڙ
ليلھھ|ليلهہ
ليلھو|ليلهو
ليلھوڙو|ليلهوڙو
لينجھھ|لينجهہ
لينڊاهو|لينڊاھو
لينگھا|لينگها
لينگھائتو|لينگهائتو
لينگھھ|لينگهه
لينگھو|لينگهو
لينگھون|لينگهون
ليهائتو|ليھائتو
ليهاري|ليھاري
ليهان|ليھان
ليهڙي|ليھڙي
ليهڻ|ليھڻ
ليهه|ليھہ
ليهو|ليھو
ماجھي|ماجهي
مادئيمهرو|مادئيمھرو
ماده|مادہ
ماديمهون|ماديمھون
ماڏھوڙ|ماڏهوڙ
ماڏھين|ماڏهين
ماڙھا|ماڙها
ماڙھپائي|ماڙهپائي
ماڙھپو|ماڙهپو
ماڙھو|ماڙهو
ماسياه|ماسياھ
مافيها|مافيھا
ماڪاهي|ماڪاھي
ماڳڊهڻ|ماڳڊھڻ
ماڳهين|ماڳھين
مالاهو|مالاھو
مالھا|مالها
مالھارو|مالهارو
مالھاري|مالهاري
مالھبيئا|مالهبيئا
مالھڻ|مالهڻ
مالھڻو|مالهڻو
مالھھ|مالهہ
مالھو|مالهو
مالھي|مالهي
ماموه|ماموھ
مانجھاڪو|مانجهاڪو
مانجھان|مانجهان
مانجھاندا|مانجهاندا
مانجھاندڙي|مانجهاندڙي
مانجھاندڻي|مانجهاندڻي
مانجھاندو|مانجهاندو
مانجھاندي|مانجهاندي
مانجھاڻو|مانجهاڻو
مانجھاڻي|مانجهاڻي
مانجھلي|مانجهلي
مانجھند|مانجهند
مانجھڻ|مانجهڻ
مانجھھ|مانجهہ
مانجھو|مانجهو
مانجھولو|مانجهولو
مانجھي|مانجهي
مانجھياڻي|مانجهياڻي
مانجھيرو|مانجهيرو
مانجھيلو|مانجهيلو
مانگھھ|مانگهہ
مانگھي|مانگهي
مانهند|مانھند
مانهه|مانھہ
مانهيان|مانھيان
مانهين|مانھين
مانھ|مانہ
ماڻھئائي|ماڻهئائي
ماڻھان|ماڻهان
ماڻھپائي|ماڻهپائي
ماڻھپو|ماڻهپو
ماڻھپي|ماڻهپي
ماڻھن|ماڻهن
ماڻھو|ماڻهو
ماڻھوئڙو|ماڻهوئڙو
ماه|ماھ
ماهان|ماھان
ماهتاب|ماھتاب
ماهتابي|ماھتابي
ماهر|ماھر
ماهرو|ماھرو
ماهڙ|ماھڙ
ماهل|ماھل
ماهنڊ|ماھنڊ
ماهه|ماھ
ماهو|ماھو
ماهوئي|ماھوئي
ماهوار|ماھوار
ماهواري|ماھواري
ماهوت|ماھوت
ماهوٽا|ماھوٽا
ماهوٽو|ماھوٽو
ماهوجا|ماھوجا
ماهون|ماھون
ماهي|ماھي
ماهيانو|ماھيانو
ماهيت|ماھيت
ماهيچو|ماھيچو
ماهيڙ|ماھيڙ
ماهيڙو|ماھيڙو
ماهيڙياڻي|ماھيڙياڻي
ماهيلو|ماھيلو
ماهين|ماھين
ماهينڊ|ماھينڊ
ماهيو|ماھيو
ماھھ|ماھہ
مايه|مايہ
مباهي|مباھي
مبهم|مبھم
مبهوت|مبھوت
متاهه|متاھ
متشابهه|متشابھہ
متعارفه|متعارفہ
متعهد|متعھد
متناهي|متناھي
متنبهه|متنبھہ
متهبو|متھبو
متهر|متھر
متهلو|متھلو
متوارثه|متوارثہ
متوجهه|متوجھہ
مثانه|مثانہ
مٿانهون|مٿانھون
مٿانهين|مٿانھين
مٿاهر|مٿاھر
مٿاهون|مٿاھون
مٿاهين|مٿاھين
مٿمنهون|مٿمنھون
مجاهد|مجاھد
مجتهد|مجتھد
مجهد|مجھد
مجهول|مجھول
مجھاندڙو|مجهاندڙو
مجھوڙو|مجهوڙو
مڇيهه|مڇيھہ
محاصره|محاصرہ
محاوره|محاورہ
مختلفه|مختلفہ
مخواه|مخواھ
مدارالنهار|مدارالنھار
مدحيه|مدحيہ
مدنگاهه|مدنگاھ
مذاقيه|مذاقيہ
مذهب|مذھب
مذهبي|مذھبي
مڏباهو|مڏباھو
مڏهاڙ|مڏھاڙ
مڏهين|مڏھين
مراهيون|مراھيون
مرتبه|مرتبہ
مرثيه|مرثيہ
مرچوهه|مرچوھ
مرداسنگھھ|مرداسنگهہ
مرده|مردہ
مرزهه|مرزہ
مرگهه|مرگهه
مرگھٽ|مرگهٽ
مرگھه|مرگھہ
مرگھي|مرگهي
مرگھيل|مرگهيل
مره|مرہ
مرهٽو|مرھٽو
مرهٽي|مرھٽي
مرهڏي|مرھڏي
مرهم|مرھم
مرهڻ|مرھڻ
مرهه|مرہ
مرهو|مرھو
مرهون|مرھون
مرهونمنت|مرھونمنت
مرهي|مرھي
مرهيات|مرھيات
مرهياتو|مرھياتو
مرهياڙي|مرھياڙي
مروه|مروھ
مڙھائڻ|مڙهائڻ
مڙھت|مڙهت
مڙھڻ|مڙهڻ
مڙھڻي|مڙهڻي
مڙھھ|مڙه
مڙھو|مڙهو
مڙھوصو|مڙهوصو
مڙھي|مڙهي
مڙھيار|مڙهيار
مسهل|مسھل
مسهو|مسھو
مشابهت|مشابھت
مشابهه|مشابهہ
مشاهدو|مشاھدو
مشاهره|مشاھرہ
مشتبهه|مشتبھہ
مشتهر|مشتھر
مشهدو|مشھدو
مشهدي|مشھدي
مشهور|مشھور
مشهورائي|مشھورائي
مشهوري|مشھوري
مصافحه|مصافحہ
مطمئنه|مطمئنہ
مُطَهَرُ|مُطَھَرُ
مطهرات|مطھرات
مظهر|مظھر
معامله|معاملہ
معاهدو|معاھدو
معرڪه|معرڪہ
مفهوم|مفھوم
مقابله|مقابلہ
مقصوره|مقصورہ
مکڻهارو|مکڻھارو
مکه|مکہ
مڪراهه|مڪراھ
مڪروه|مڪروھ
مڪروهه|مڪروھ
مگھا|مگها
مگھٽ|مگهٽ
مگھن|مگهن
مگھو|مگهو
مگيه|مگيہ
مڱڻهار|مڱڻھار
ملفوظه|ملفوظہ
ملڪه|ملڪہ
ملنگھھ|ملنگهہ
ملھائتو|ملهائتو
ملھائڻ|ملهائڻ
ملھار|ملهار
ملھارو|ملهارو
ملھالو|ملهالو
ملھٽڻ|ملهٽڻ
ملھڙو|ملهڙو
ملھڻ|ملهڻ
ملھڻو|ملهڻو
ملھھ|ملهہ
ملھو|ملهو
ملھي|ملهي
ملھيار|ملهيار
ملھير|ملهير
ملھيو|ملهيو
ملواهه|ملواھ
مليراهه|مليراھ
مناهڪي|مناھڪي
مناهي|مناھي
مناهيجا|مناھيجا
منتهيٰ|منتھيٰ
منجهه|منجهہ
منجھئن|منجهئن
منجھائتو|منجهائتو
منجھائڻ|منجهائڻ
منجھار|منجهار
منجھارا|منجهارا
منجھارو|منجهارو
منجھارون|منجهارون
منجھان|منجهان
منجھاندڙو|منجهاندڙو
منجھاندڻو|منجهاندڻو
منجھانھون|منجهانهون
منجھلو|منجهلو
منجھند|منجهند
منجھڻ|منجهڻ
منجھڻي|منجهڻي
منجھه|منجھہ
منجھھ|منجهہ
منجھو|منجهو
منجھولو|منجهولو
منجھون|منجهون
منجھي|منجهي
منجھيان|منجهيان
مندخواهه|مندخواھ
مندخواهي|مندخواھي
منڏهو|منڏھو
منصفانهه|منصفانھہ
منقوله|منقولہ
منڪوحه|منڪوحہ
منگھائي|منگهائي
منگھٽ|منگهٽ
منگھچ|منگهچ
منگھر|منگهر
منگھن|منگهن
منگھڻ|منگهڻ
منگھھ|منگهہ
منگھو|منگهو
منگھي|منگهي
منگھير|منگهير
منگھيري|منگهيري
منڱڻهار|منڱڻھار
منهائڻ|منھائڻ
منهائي|منھائي
منهان|منھان
منهانڇڙو|منھانڇڙو
منهاند|منھاند
منهانڊو|منھانڊو
منهانکڙو|منھانکڙو
منهن|منھن
منهنجي|منھنجي
منهند|منھند
منهندا|منھندا
منهندار|منھندار
منهندان|منھندان
منهنداهون|منھنداھون
منهنديرو|منھنديرو
منهنڊ|منھنڊ
منهنڙو|منھنڙو
منهنڪاڻ|منھنڪاڻ
منهنگائي|منھنگائي
منهنگو|منھنگو
منهڻ|منھڻ
منهولگڙو|منھولگڙو
منهون|منھون
منهي|منھي
منهيار|منھيار
منهين|منھين
منوهار|منوھار
منوهر|منوھر
منوهڙي|منوھڙي
مڻوهر|مڻوھر
مڻيهار|مڻيھار
مڻيهاري|مڻيھاري
مها|مھا
مهائڻ|مھائڻ
مهائي|مھائي
مهائين|مھائين
مهاپاپي|مھاپاپي
مهاپرش|مھاپرش
مهاتم|مھاتم
مهاتما|مھاتما
مهاجر|مھاجر
مهاجرت|مھاجرت
مهاڄڻ|مھاڄڻ
مهاڇڙ|مھاڇڙ
مهاڇڙو|مھاڇڙو
مهاديو|مھاديو
مهاڏو|مھاڏو
مهاڏي|مھاڏي
مهار|مھار
مهاراجا|مھاراجا
مهاراڻو|مھاراڻو
مهاراڻي|مھاراڻي
مهارت|مھارت
مهارجڻ|مھارجڻ
مهارڙو|مھارڙو
مهارو|مھارو
مهارون|مھارون
مهاري|مھاري
مهاڙ|مھاڙ
مهاڙو|مھاڙو
مهاڙي|مھاڙي
مهاشيه|مھاشيہ
مهاکڙو|مھاکڙو
مهاڪ|مھاڪ
مهاڳ|مھاڳ
مهاڳو|مھاڳو
مهامري|مھامري
مهانئو|مھانئو
مهانئين|مھانئين
مهانڇرو|مھانڇرو
مهاند|مھاند
مهاندي|مھاندي
مهانڊو|مھانڊو
مهانگ|مھانگ
مهانگائي|مھانگائي
مهانگو|مھانگو
مهاڻڪو|مھاڻڪو
مهاڻو|مھاڻو
مهاوت|مھاوت
مهپارو|مھپارو
مهت|مھت
مهتاب|مھتاب
مهتابي|مھتابي
مهتدي|مھتدي
مهتر|مھتر
مهتمم|مھتمم
مهتممي|مھتممي
مهتو|مھتو
مهٽ|مھٽ
مهٽائڻ|مھٽائڻ
مهٽڻ|مھٽڻ
مهٽو|مھٽو
مهٽيل|مھٽيل
مهجر|مھجر
مهجور|مھجور
مهد|مھد
مهدي|مھدي
مهذب|مھذب
مهڍو|مھڍو
مهر|مھر
مهرا|مھرا
مهرائڻ|مھرائڻ
مهراج|مھراج
مهراڙو|مھراڙو
مهران|مھران
مهراڻ|مھراڻ
مهراڻو|مھراڻو
مهراڻي|مھراڻي
مهربان|مھربان
مهرباني|مھرباني
مهرجڻ|مھرجڻ
مهرعلي|مھرعلي
مهره|مھرہ
مهرو|مھرو
مهري|مھري
مهڙ|مھڙ
مهڙو|مھڙو
مهڪ|مھڪ
مهڪي|مھڪي
مهڳ|مھڳ
مهل|مھل
مهلائتا|مھلائتا
مهلاڻي|مھلاڻي
مهلب|مھلب
مهلت|مھلت
مهلڙ|مھلڙ
مهلڙو|مھلڙو
مهلڪ|مھلڪ
مهلو|مھلو
مهم|مھم
مهما|مھما
مهماء|مھماء
مهمائڻ|مھمائڻ
مهمان|مھمان
مهماندار|مھماندار
مهمانداري|مھمانداري
مهماني|مھماني
مهمت|مھمت
مهمل|مھمل
مهموڪ|مھموڪ
مهمون|مھمون
مهمير|مھمير
مهميرو|مھميرو
مهميز|مھميز
مهن|مھن
مهنال|مھنال
مهنت|مھنت
مهند|مھند
مهندا|مھندا
مهندائي|مھندائي
مهندار|مھندار
مهندڙي|مھندڙي
مهندس|مھندس
مهندسي|مھندسي
مهندو|مھندو
مهندوڻڪو|مھندوڻڪو
مهندوڻو|مھندوڻو
مهندي|مھندي
مهنديار|مھنديار
مهنديرو|مھنديرو
مهنديون|مھنديون
مهنگ|مھنگ
مهنگائي|مھنگائي
مهنگڙو|مھنگڙو
مهنگڙيات|مھنگڙيات
مهنگڙيو|مھنگڙيو
مهنگو|مھنگو
مهنو|مھنو
مهني|مھني
مهڻ|مھڻ
مهڻائتو|مھڻائتو
مهڻڻ|مھڻڻ
مهڻو|مھڻو
مهڻي|مھڻي
مهڻيگور|مھڻيگور
مهه|مھہ
مهو|مھو
مهوئي|مھوئي
مهوال|مھوال
مهورت|مھورت
مهوس|مھوس
مهوسي|مھوسي
مهوکي|مھوکي
مهوکيون|مھوکيون
مهوم|مھوم
مهون|مھون
مهي|مھي
مهيئاٽ|مھيئاٽ
مهيا|مھيا
مهيب|مھيب
مهيجو|مھيجو
مهير|مھير
مهيري|مھيري
مهيسر|مھيسر
مهيسري|مھيسري
مهيسي|مھيسي
مهيش|مھيش
مهيشوي|مھيشوي
مهيشي|مھيشي
مهيلي|مھيلي
مهيم|مھيم
مهين|مھين
مهينا|مھينا
مهيناري|مھيناري
مهينو|مھينو
مهيني|مھيني
مهينيدار|مھينيدار
مهيڻ|مھيڻ
مهيو|مھيو
مهيون|مھيون
مواهير|مواھير
موجواهه|موجواھ
موجوده|موجودہ
مورانجھر|مورانجهر
موراهي|موراھي
مورجھر|مورجهر
مورخه|مورخہ
مورڌنيه|مورڌنيہ
مورهڏي|مورھڏي
مورھين|مورهين
موڙھل|موڙهل
موڙھڻ|موڙهڻ
موڙھھ|موڙه
موڙھو|موڙهو
موڙھيو|موڙهيو
موگهه|موگهہ
موگھھ|موگهہ
موگھو|موگهو
مولھائو|مولهائو
مولھاٽو|مولهاٽو
مولھاٽي|مولهاٽي
مولھڙو|مولهڙو
مولھڻ|مولهڻ
مولھھ|مولهہ
مولھو|مولهو
مولھيو|مولهيو
مونجھارو|مونجهارو
مونجھاري|مونجهاري
مونجھه|مونجھہ
مونجھھ|مونجهہ
مونجھو|مونجهو
مونڊاهه|مونڊاھ
مونگھان|مونگهان
موه|موھ
موهبت|موھبت
موهت|موھت
موهتو|موھتو
موهجڻ|موھجڻ
موهجي|موھجي
موهر|موھر
موهرو|موھرو
موهڙ|موھڙ
موهل|موھل
موهلا|موھلا
موهن|موھن
موهنٿال|موھنٿال
موهنداڻي|موھنداڻي
موهنگ|موھنگ
موهنو|موھنو
موهڻ|موھڻ
موهڻو|موھڻو
موهڻي|موھڻي
موهه|موھ
موهو|موھو
موهيڙو|موھيڙو
موھھ|موھہ
ميٽاهڙ|ميٽاھڙ
ميٽهوڙي|ميٽھوڙي
ميرانجھڙو|ميرانجهڙو
ميردهو|ميردھو
ميرواهه|ميرواھ
ميڙھھ|ميڙه
ميڙھي|ميڙهي
ميسرھھ|ميسرہ
ميگھاچن|ميگهاچن
ميگھھ|ميگهہ
ميگھواڙ|ميگهواڙ
ميلڻهار|ميلڻھار
ميلھھ|ميلهہ
ميمنه|ميمنہ
مينگھڙ|مينگهڙ
مينگھلو|مينگهلو
مينگھھ|مينگهه
مينگھو|مينگهو
مينگھواڙ|مينگهواڙ
مينهانئون|مينھانئون
مينهاڻو|مينھاڻو
مينهن|مينھن
مينهڻ|مينھڻ
مينهڻو|مينھڻو
مينهوڳي|مينھوڳي
مينهون|مينھون
ميڻتهو|ميڻتھو
ميهئي|ميھئي
ميهار|ميھار
ميهارڪي|ميھارڪي
ميهاڳ|ميھاڳ
ميهاڻي|ميھاڻي
ميهر|ميھر
ميهڙو|ميھڙو
ميهڻو|ميھڻو
ميهو|ميھو
ميهوئي|ميھوئي
نااهل|نااھل
نابه|نابہ
نادره|نادرہ
نازيه|نازيہ
ناسفته|ناسفتہ
ناسمجھھ|ناسمجهہ
ناسمجھي|ناسمجهي
نافهم|نافھم
ناقه|ناقہ
ناڪاره|ناڪارہ
ناگاه|ناگاھ
ناگناهه|ناگناھ
ناگهان|ناگھان
ناگهاني|ناگھاني
ناله|نالہ
نامه|نامہ
نانجھائي|نانجهائي
نانجھو|نانجهو
نانگواه|نانگواھ
نانهن|نانھن
نانهه|نانھہ
نانھين|نانهين
ناهر|ناھر
ناهري|ناھري
ناهڙ|ناھڙ
ناهڪي|ناھڪي
ناهل|ناھل
ناهنجار|ناھنجار
ناهڻي|ناھڻي
ناهه|ناھ
ناهيا|ناھيا
ناهيد|ناھيد
ناهيو|ناھيو
ناھھ|ناھہ
نباهڻ|نباھڻ
نباهو|نباھو
نباهي|نباھي
نبهڻ|نبھڻ
نپائڻهار|نپائڻھار
نپهري|نپھري
نٽهڻ|نٽھڻ
نجاهه|نجاھ
نجھرڻ|نجهرڻ
نجھرو|نجهرو
نراهه|نراھ
نرگھٽ|نرگهٽ
نرگھول|نرگهول
نرناهه|نرناھ
نرهه|نرھ
نرواهه|نرواھ
نزهت|نزھت
نڙگھوٽ|نڙگهوٽ
نڙگھوٽو|نڙگهوٽو
نفقه|نفقہ
نقاره|نقارہ
نقاهت|نقاھت
نقره|نقرہ
نڪته|نڪتہ
نڪرهه|نڪره
نڪهت|نڪھت
نڪهه|نڪهہ
نڪهير|نڪھير
نڪهيرون|نڪھيرون
نڪهيري|نڪھيري
نگاه|نگاھ
نگاهداشت|نگاھداشت
نگاهه|نگاھ
نگاهون|نگاھون
نگه|نگھ
نگهبان|نگھبان
نگهباني|نگھباني
نگھا|نگها
نگھارڻ|نگهارڻ
نگھرو|نگهرو
نگھو|نگهو
نگھوسار|نگهوسار
نگھيرڻ|نگهيرڻ
نگھيواري|نگهيواري
نلاهين|نلاھين
نلھائي|نلهائي
ننڌاه|ننڌاھ
ننگهه|ننگهہ
ننگھوسار|ننگهوسار
ننهد|ننھد
ننهن|ننھن
ننهنڊ|ننھنڊ
ننهنڊڻ|ننھنڊڻ
ننهنور|ننھنور
ننهنوريون|ننھنوريون
ننهڻ|ننھڻ
ننهه|ننھہ
ننھائين|ننهائين
ننھٿرو|ننهٿرو
ننھو|ننهو
ننھون|ننهون
نه|نہ
نهاء|نھاء
نهائين|نھائين
نهاد|نھاد
نهار|نھار
نهارڻ|نھارڻ
نهارڻي|نھارڻي
نهارو|نھارو
نهاري|نھاري
نهاريو|نھاريو
نهال|نھال
نهالاڻي|نھالاڻي
نهالي|نھالي
نهان|نھان
نهانء|نھانء
نهاڻي|نھاڻي
نهايت|نھايت
نهٺائي|نھٺائي
نهٺو|نھٺو
نهٿيو|نھٿيو
نهر|نھر
نهرائي|نھرائي
نهراج|نھراج
نهراڻي|نھراڻي
نهرڻ|نھرڻ
نهرو|نھرو
نهري|نھري
نهريوار|نھريوار
نهريواڻ|نھريواڻ
نهڙ|نھڙ
نهڙڻ|نھڙڻ
نهڙي|نھڙي
نهڙيا|نھڙيا
نهڦل|نھڦل
نهڪار|نھڪار
نهڪر|نھڪر
نهڪلنڪ|نھڪلنڪ
نهل|نھل
نهلو|نھلو
نهن|نھن
نهنڊ|نھنڊ
نهنڊراڙ|نھنڊراڙ
نهنڊڻ|نھنڊڻ
نهنڊو|نھنڊو
نهنڊي|نھنڊي
نهنگ|نھنگ
نهڻ|نھڻ
نهه|نھہ
نهو|نھو
نهور|نھور
نهوڙ|نھوڙ
نهوڙجڻ|نھوڙجڻ
نهوڙڻ|نھوڙڻ
نهوڙي|نھوڙي
نهون|نھون
نهي|نھي
نهيا|نھيا
نهيترڻ|نھيترڻ
نهيتڻ|نھيتڻ
نهيرڻ|نھيرڻ
نهيرو|نھيرو
نهيلو|نھيلو
نهين|نھين
نھ|نہ
نواله|نوالہ
نوبهار|نوبھار
نوتيرهي|نوتيرھي
نوحه|نوحہ
نودنه|نودنہ
نورشاهه|نورشاھ
نورگھھ|نورگهہ
نوشاهي|نوشاھي
نوشهرو|نوشھرو
نوشهروفيروز|نوشھروفيروز
نوشهه|نوشھہ
نوگرهي|نوگرھي
نونهال|نونھال
نونهن|نونھن
نونهي|نونھي
نونهيو|نونھيو
نوهار|نوھار
نوهٺ|نوھٺ
نوهر|نوھر
نوهريا|نوھريا
نوهڙو|نوھڙو
نوهند|نوھند
نوهندراڙ|نوھندراڙ
نوهڻ|نوھڻ
نوهي|نوھي
نوهيرڻ|نوھيرڻ
نيباهه|نيباھ
نيباهو|نيباھو
نيباهي|نيباھي
نيبهه|نيبھہ
نيٻوجهر|نيٻوجھر
نيره|نيرھ
نيڪاهو|نيڪاھو
نيگھارڻ|نيگهارڻ
نيميچه|نيميچہ
نينٻها|نينٻھا
نينزهيو|نينزھيو
نينگھارڻو|نينگهارڻو
نينگھھ|نينگهہ
نينگھو|نينگهو
نينهائي|نينھائي
نينهان|نينھان
نينهر|نينھر
نينهڙيل|نينھڙيل
نينهن|نينھن
نينهنگ|نينھنگ
نينهون|نينھون
نيهار|نيھار
نيهاڪ|نيھاڪ
نيهان|نيھان
نيهر|نيھر
نيهرڻ|نيھرڻ
نيهرو|نيھرو
نيهڙو|نيھڙو
نيهڙي|نيھڙي
نيهن|نيھن
نيهنڊ|نيھنڊ
نيهنڊائو|نيھنڊائو
نيهنگ|نيھنگ
نيهه|نيھہ
نيهو|نيھو
نيهون|نيھون
نيهي|نيھي
نيهيرو|نيھيرو
هئائين|ھئائين
هئان|ھئان
هئبت|ھئبت
هئبتناڪ|ھئبتناڪ
هئبٿاڻي|ھئبٿاڻي
هئت|ھئت
هئدو|ھئدو
هئدوس|ھئدوس
هئدي|ھئدي
هئڊ|ھئڊ
هئڊائون|ھئڊائون
هئڊو|ھئڊو
هئڊي|ھئڊي
هئڙو|ھئڙو
هئس|ھئس
هئن|ھئن
هئنڊ|ھئنڊ
هئڻ|ھئڻ
هئڻهڙ|ھئڻھڙ
هئڻو|ھئڻو
هئڻي|ھئڻي
هئو|ھئو
هئون|ھئون
هئيتي|ھئيتي
هئين|ھئين
هاءِ|ھاءِ
هائپ|ھائپ
هائس|ھائس
هائڪو|ھائڪو
هائو|ھائو
هائوء|ھائوء
هائوس|ھائوس
هائون|ھائون
هائي|ھائي
هائينيس|ھائينيس
هاب|ھاب
هابو|ھابو
هابيل|ھابيل
هاٻڙ|ھاٻڙ
هاٻو|ھاٻو
هاٻوڙجڻ|ھاٻوڙجڻ
هاٻوڙو|ھاٻوڙو
هاپو|ھاپو
هاڀڙ|ھاڀڙ
هاتار|ھاتار
هاتر|ھاتر
هاتف|ھاتف
هاتڪ|ھاتڪ
هاٺ|ھاٺ
هاٺي|ھاٺي
هاٽيلو|ھاٽيلو
هاٿ|ھاٿ
هاٿڙ|ھاٿڙ
هاٿنگ|ھاٿنگ
هاٿني|ھاٿني
هاٿي|ھاٿي
هاٿيء|ھاٿيء
هاٿياڻي|ھاٿياڻي
هاج|ھاج
هاجاڻا|ھاجاڻا
هاجت|ھاجت
هاجتلاهڻ|ھاجتلاھڻ
هاجر|ھاجر
هاجران|ھاجران
هاجي|ھاجي
هاڃ|ھاڃ
هاڃا|ھاڃا
هاڃو|ھاڃو
هاڃي|ھاڃي
هاڄارو|ھاڄارو
هادي|ھادي
هاڍو|ھاڍو
هاڏاري|ھاڏاري
هاڏر|ھاڏر
هاڏو|ھاڏو
هاڏيرو|ھاڏيرو
هاڏيري|ھاڏيري
هاڏيو|ھاڏيو
هار|ھار
هارئو|ھارئو
هارائڻ|ھارائڻ
هارپ|ھارپ
هارپائي|ھارپائي
هارپان|ھارپان
هارپڻ|ھارپڻ
هارپو|ھارپو
هارتو|ھارتو
هارج|ھارج
هارجڻ|ھارجڻ
هارجي|ھارجي
هاردي|ھاردي
هارڪو|ھارڪو
هارڻ|ھارڻ
هارڻهورڻ|ھارڻھورڻ
هارو|ھارو
هارواڙو|ھارواڙو
هاروت|ھاروت
هارولا|ھارولا
هارون|ھارون
هاروني|ھاروني
هاروير|ھاروير
هاري|ھاري
هاريو|ھاريو
هاڙ|ھاڙ
هاڙٻ|ھاڙٻ
هاڙٻو|ھاڙٻو
هاڙٻي|ھاڙٻي
هاڙه|هاڙہ
هاڙها|ھاڙها
هاڙهه|هاڙهہ
هاڙهو|ھاڙهو
هاڙهي|ھاڙهي
هاڙهياري|ھاڙهياري
هاڙي|ھاڙي
هاسٽل|ھاسٽل
هاسڙ|ھاسڙ
هاسڪار|ھاسڪار
هاسڪاري|ھاسڪاري
هاسو|ھاسو
هاسي|ھاسي
هاسيڪار|ھاسيڪار
هاش|ھاش
هاشا|ھاشا
هاشم|ھاشم
هاشماڻي|ھاشماڻي
هاشمي|ھاشمي
هاضمو|ھاضمو
هاڪ|ھاڪ
هاڪار|ھاڪار
هاڪارڻ|ھاڪارڻ
هاڪارو|ھاڪارو
هاڪاريو|ھاڪاريو
هاڪٽ|ھاڪٽ
هاڪر|ھاڪر
